SNo.,Company Name,Domain Name,Overview,,Founded Year,City,State,Country,Is Funded,Total Funding (USD),Latest Funded Date,Latest Funded Amount,Latest Funded Amount (USD),Company Stage,Average days between last funding and acquisition,Is Acquired,Acquired By,Acquired Date,Acquired Year,Acquired Amount (USD),Acquisition Type,Is IPO,Editor's Rating,Editor's Rated Date,Soonicorn Club Status,Soonicorn Club Marked Date,Soonicorn Club Event Date,Practice Areas,Feed Name,Business Models,Institutional Investors,Angel Investors,Description,All Geographies Served,Company Emails,Company Phone Numbers,Founders' Info,Founders' Email Ids,Links to Founders' Profiles,Link to Employees,Annual Revenue (USD),Annual Revenue as on,Is Incorporated,Incorporation Date,Paid-up Capital at Incorporation (USD),Founders at Incorporation,Acquisition List,Stock Ticker,IPO Date,IPO Amount (USD),Revenue at IPO (USD),Market Capital at IPO (USD),Stock Price at IPO (USD),Is Deadpooled,Deadpooled Date,Part Of,Same As,,,,Website,Website Status,Website Status Last Updated,LinkedIn,Twitter,Facebook,Blog Url,Tracxn URL,Date Added,Annual Net Profit (USD),Annual Net Profit as on,Annual EBITDA (USD),Annual EBITDA as on,Latest Valuation (USD),Latest Valuation as on,Total Employee Count,Total Employee Count as on,Tracxn Score,Revenue Multiple,Revenue Multiple as on,Special Flags : Yes,Special Flags : No,Special Flags : Unknown,In rounds sheet
749,FundPlaces,fundplaces.com,Online platform to access real estate investment opportunities,,2015,Singapore,Singapore,Singapore,Yes,"1,502,920",1/3/2018,$2M,"1,502,920",Acquired,-5,Yes,fpnetwork.org,"dic. 29, 2017",2017,"2,000,000",Business Acquisition,No,5,"dic. 04, 2020",,,,"FinTech
FinTech","Investment Tech
Crowdfunding","Investment Tech > Alternative Investment Platforms > Equity Crowdfunding > Real Estate
Crowdfunding > Equity > Real Estate",GYP Properties,,"Based in Singapore, FundPlaces is an online platform for its users to invest their wealth in upcoming real estate projects. It has both investors and developers among its users. Investors can increase their wealth and developers can raise capital for their projects.  Every Fundplaces Tile is a digital token on the blockchain that represents economic benefits of the property asset that the tile references. Members can invest in real estate from as low as S$1,000.",Singapore,,,"Kok Keong TAN; Founder; kk.tan@rems.asia; http://linkedin.com/in/kok-keong-tan-615b17a; Nanyang Technological University
Marianne Khoo; Co-Founder; http://linkedin.com/in/marianne-khoo-62a4b129; Cornell University-2012",kk.tan@rems.asia,"http://linkedin.com/in/kok-keong-tan-615b17a
http://linkedin.com/in/marianne-khoo-62a4b129",http://www.linkedin.com/vsearch/p?f_CC=6447080,,,No,,,,,,,,,,,No,,,,,,,https://fundplaces.com,200,"ene. 18, 2021",http://linkedin.com/company/fundplaces-pte-ltd-,,http://facebook.com/fundplaces,,https://tracxn.com/companies/nj3ig--IcpdJeabcjU-FgL5RuXPLSIccVBECeGkggkA/fundplaces.com,"feb. 04, 2016",,,,,,,,,26.25,,,"Consumer
Enterprise
Tech
Blockchain","Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
1213,TodaysWeb,todaysweb.com,Provides web design and development services,,2012,Cochabamba,Departamento De Cochabamba,Bolivia,No,,NA,,,Acquired,,Yes,gamelounge.com,"mar. 12, 2018",2018,"1,683,620",Business Acquisition,No,,,,,,Business Services,IT Services,IT Services > Application Development > Web Development,,,,Bolivia,info@todaysweb.com,,Jim Westergren; ex-Founder; jim@todaysweb.com; http://linkedin.com/in/jimwestergren,jim@todaysweb.com,http://linkedin.com/in/jimwestergren,,,,No,,,,,,,,,,,No,,,,,,,https://www.todaysweb.com,200,"ene. 14, 2021",,,,,https://tracxn.com/companies/Aux3d1SIlE6Q7WTKMoPsbe1gK0fNI1ylBUtWTwgx_jQ/todaysweb.com,"may. 03, 2019",,,,,,,,,14.10,,,Tech,,"Consumer
Enterprise
Marketplace
SaaS
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
260,3elagi,3elagi.com,Online pharmacy store offering prescription medicines,,2017,Cairo,Cairo,Egypt,Yes,,6/5/2018,,,Acquired,889,Yes,ibnsina-pharma.com,"nov. 10, 2020",2020,"1,592,570",Business Acquisition,No,3,"nov. 12, 2019",,,,HealthTech,Healthcare Booking Platforms,Healthcare Booking Platforms > Pharmacies > Drugs > Diversified,Falak Startups,,"3elagi is an online platform and app enabling users to order prescription medicines, health and beauty products. Users can type the symptoms, or medicine names or upload a picture of the prescription to order the medicines. Users can also view the suggestions provided by the platform based on the symptoms, compare and order the products online which are delivered to the user-provided address.",Egypt,info@3elagi.com,,"Haytham Ibrahim; CEO; haytham@grupoza.com; http://linkedin.com/in/haythams; CEO Grupoza,El Wadi El Gedid for Manufacturing and Trading, ex-ITWorx, quTIP. Ain Shams University 2003, Heriot-Watt University MBA 2013","haytham@grupoza.com
haytham@3elagi.com",http://linkedin.com/in/haythams,,,,No,,,,,,,,,,,No,,,,,,,https://www.3elagi.com,200,"ene. 23, 2021",https://linkedin.com/company/3elagi,https://twitter.com/3elagi,https://facebook.com/3elagi-1697912857181542,,https://tracxn.com/companies/Y6gzgfY79386JvVwbnBnytlagbWDHt1h-gQnUAprwpI/3elagi.com,"oct. 24, 2019",,,,,,,,,43.60,,,"Tech
Consumer","Enterprise
Marketplace
SaaS
Software
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
1163,Wiedzanet.pl,wiedzanet.pl,Online platform providing information on multiple categories,,2017,,,Poland,No,,NA,,,Acquired,,Yes,c-p.pl,"dic. 29, 2006",2006,"1,524,430",Management Buyout,No,2,"ene. 29, 2020",,,,Media & Entertainment,Internet First Media,Internet First Media > Science and Technology > Diversified,,,"Wiedzanet is an online platform providing information on multiple categories such as man, history, science, nature, technique, and more. Monetizes through display advertisements.",Poland,kontakt@wiedzanet.pl,+48-503978487,,,,,,,No,,,,,,,,,,,No,,,,,,,http://www.wiedzanet.pl,200,"ene. 21, 2021",,https://twitter.com/wiedzanet_pl,https://facebook.com/wiedzanetpl-237889940066651,,https://tracxn.com/companies/7yAGbdvJIyZzsOQA6yQDjtEg_obIDvzgdxI34Zn_KaA/wiedzanet.pl,"ene. 29, 2020",,,,,,,,,14.77,,,"Tech
Consumer","Enterprise
Marketplace
Software
SaaS
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
1505,Neo.Bnk,neobnk.sg,API-driven open banking platform,,2018,Singapore,Singapore,Singapore,No,,NA,,,Acquired,,Yes,aurionpro.com,"oct. 03, 2018",2018,"1,360,800",Business Acquisition,No,3,"jul. 25, 2019",,,,FinTech,Banking Tech,Banking Tech > Open Banking > Aggregation APIs,,,"Neo.Bnk is developing a micro services-based open banking platform. The platform will help banks to transform their traditional technology architecture to a fintech-like architecture through a non-coding based, UI-driven API management & orchestration platform. It will also migrate banks to microservices container framework and AI driven automation and security layer.",Singapore,,,"Amitkumar Sethi; Founder; https://linkedin.com/in/amitkumar-sethi-1b70aa24; Axis Bank, ex-ICICI Bank, YES BANK.",,https://linkedin.com/in/amitkumar-sethi-1b70aa24,,,,No,,,,,,,,,,,No,,,,,,,http://www.neobnk.sg,200,"feb. 02, 2021",https://linkedin.com/company/neo-bnk-pte-ltd/about,,,,https://tracxn.com/companies/HAExqLEsFa6bx57JUGEAWzwJ68HoR37x14HwfZwp4MQ/neobnk.sg,"mar. 19, 2019",,,,,,,,,9.09,,,"Tech
Enterprise
Software
Artificial Intelligence","Consumer
Marketplace
SaaS
Tech Hardware
Social Impact","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
1240,Global Loyalty Indonesia,globalloyaltyindonesia.com,Provider of loyalty program and marketing campaign services,,2014,Tangerang,Banten,Indonesia,No,,NA,,,Acquired,,Yes,alfamartku.com,"ago. 06, 2019",2019,"1,242,510",Business Acquisition,No,2,"ago. 12, 2019",,,,Food Tech,Online Grocery,Online Grocery > Shopping Assistant > Loyalty,,,Ponta Indonesia is a cashback mobile application used by merchants to show appreciation towards consumers. Users are able to make purchases from various merchants and collect points and rewards. The points can be used as vouchers for discounts. The app is available for iOS and Android platforms.,Indonesia,,,,,,,,,No,,,,,,,,,,,No,,,,,,,http://globalloyaltyindonesia.com,200,"ene. 31, 2021",https://linkedin.com/company/pt-global-loyalty-indonesia/about,,,,https://tracxn.com/companies/kXQ29tzKAY4OT9J0HeDHcfzw8lfrwkhslV9B1Py4kUo/globalloyaltyindonesia.com,"ago. 09, 2019",,,,,,,,,13.36,,,"Consumer
Tech
Software","Enterprise
Marketplace
SaaS
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
1177,Wipac Czech,wipac.cz,Manufacturer and supplier of automotive lighting system,,2017,Moravska Trebova,Okres Svitavy,Czech Republic,No,,NA,,,Acquired,,Yes,magna.com,"nov. 20, 2019",2019,"1,218,220",Business Acquisition,No,,,,,,Auto,Auto Components,Auto Components > Electrical and Electronic System > Lighting System,,,,Czech Republic,,,,,,,,,No,,,,,,,,,,,No,,,,,,,http://www.wipac.cz,200,"ene. 29, 2021",,,,,https://tracxn.com/companies/Cj9Y1KJoLzsMiDjpb7LSRyVrg2hv_hERjaDJTHczC_w/wipac.cz,"nov. 22, 2019",,,,,,,,,14.61,,,,,"Consumer
Enterprise
Marketplace
SaaS
Tech
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
357,Shopdeca.com,shopdeca.com,Online fashion and lifestyle store,,2013,"Jakarta
Jakarta",Jakarta,"Indonesia
Indonesia",Yes,"1,000,000",4/3/2014,$1M,"1,000,000",Acquired,624,Yes,mig.me,"dic. 18, 2015",2015,"709,998",Business Acquisition,No,,,,,,"Consumer
Retail",Fashion Tech,Fashion Tech > B2C Commerce > Multi Category > Inventory-led > Retailer > Multi-brand,"Kejora Ventures
Polaris
East Ventures
Alpha JWC Ventures",,"Shopdeca, a curated fashion and lifestyle online store providing an array of designed products from local and international designers and brands, ranging from from apparel (womenswear and menswear), footwear, accessories, jewelry, home living, and travel companions. It acquired a women's fashion e-store Eriin in 2014 to tap the Singapore market. Also, it owns a sports goods e-store Sportdeca. The company claims to have raised around $1M from Polaris Digimedia in April 2014.",Indonesia,,,"Andreas Thamrin; Founder; andreas@shopdeca.com; http://linkedin.com/in/thamrin; Founder Games Market, University of Technology, Sydney",andreas@shopdeca.com,http://linkedin.com/in/thamrin,http://www.linkedin.com/vsearch/p?f_CC=2998226,,,No,,,,,,,,,,,No,,mig.me,,,,,http://www.shopdeca.com,301,"ene. 14, 2021",http://linkedin.com/company/shopdeca-global,http://twitter.com/shopdeca,http://facebook.com/shopdeca,,https://tracxn.com/companies/xH8z3g53eSEwo2dafQA4HN8UqpQngzT_x_S-E6v3PXA/shopdeca.com,"ene. 12, 2016",,,,,,,,,39.29,,,"Tech
Consumer",Enterprise,"Marketplace
SaaS
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
1020,RED Telecom,redtlc.com,Provider of RF planning services,,2011,Nasr,Beheira Governorate,Egypt,No,,NA,,,Acquired,,Yes,unitedglobalsim.com,"oct. 01, 2020",2020,"500,000",Business Acquisition,No,,,,,,,,,,,,Egypt,info@redtlc.com,+27-20222746121,,,,http://www.linkedin.com/vsearch/p?f_CC=2339846,,,No,,,,,,,,,,,No,,,,,,,https://www.redtlc.com,200,"ene. 15, 2021",https://linkedin.com/company/red-telecom,https://twitter.com/red__telecom,https://facebook.com/redtelecom,,https://tracxn.com/companies/HDGvvrhOv3fta-py4zearMO3I9XFZRyFpVG4Jg4LbrM/redtlc.com,"oct. 16, 2020",,,,,,,,,18.70,,,,,"Consumer
Enterprise
Marketplace
SaaS
Tech
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
1261,RCubed,rcubedglobal.com,Provider of software development solutions,,2016,Centurion,Gauteng,South Africa,No,,NA,,,Acquired,,Yes,k2fly.com,"may. 08, 2019",2019,"450,000",Business Acquisition,No,,,,,,Business Services,IT Services,IT Services > Application Development > Software Development,,,,South Africa,,,,,,,,,No,,,,,,,,,,,No,,,,,,,https://www.rcubedglobal.com,200,"ene. 21, 2021",,,,,https://tracxn.com/companies/SDxXSaTIN8zbcByS_XqjNczjIkstq21NSMK--Ie7g3g/rcubedglobal.com,"may. 15, 2019",,,,,,,,,13.25,,,,,"Consumer
Enterprise
Marketplace
SaaS
Tech
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
411,MedPhone,medphone.com.br,Provider of a digital medical information app for helathcare providers,,2018,Recife,Estado De Pernambuco,Brazil,No,,NA,,,Acquired,,Yes,afya.com.br,"nov. 05, 2020",2020,"397,852",Business Acquisition,No,2,"nov. 17, 2020",,,,HealthTech,Healthcare IT,Healthcare IT > Provider > Administrative Solutions > HR > Learning & Development > Learning platforms > Caregivers,,,"Provider of a digital medical information app for healthcare providers. The company has developed an app that allows healthcare professionals to access the process of medicines, search for any medication, access international disease code, and more. The platform allows users to bookmark useful information. The platform has score calculators to assist medical professionals in the decision-making process for dilutions and infusions required for clinical needs. Other information provided on the platform is related to vaccines, nutrition, antibiotic guide, and more. The app can be accessed offline as well by the user.",Brazil,contato@medphone.com.br,,Haroldo Gondim; Co-Founder & CTO; haroldo.gondim@gmail.com; https://linkedin.com/in/haroldogtf,haroldo.gondim@gmail.com,https://linkedin.com/in/haroldogtf,,,,No,,,,,,,,,,,No,,,,,,,https://www.medphone.com.br,200,"ene. 16, 2021",https://linkedin.com/company/medphone-tecnologia-em-saude/about,http://twitter.com/medphone,https://facebook.com/medphoneapp,http://blog.medphone.com.br,https://tracxn.com/companies/i9KLE_4siFaRxKJFLac8BYEQ4SLdaB9MG9PpFHOPPME/medphone.com.br,"nov. 11, 2020",,,,,,,,,37.40,,,"Tech
Enterprise
Software","Consumer
Marketplace
SaaS
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
572,Start Now,startnow.sg,Social enterprise and civic technology startup,,2011,Singapore,Singapore,Singapore,Yes,"93,000",NA,$93K,"93,000",Acquired,,Yes,goodtizens.com,"oct. 28, 2015",2015,"381,000",Business Acquisition,No,,,,,,Enterprise Applications,Nonprofit Tech,Nonprofit Tech > Suite > Horizontal,,,"Based in Singapore,  Start Now is an online platform for individuals to find volunteering opportunities for individuals and it also provides management software solutions for non-profit and governmental organisations. These solutions include volunteer, donor, event and pro-bono services management software, and white-label community engagement platforms. Start Now is an incubatee of NUS Enterprise’s Social Venture. It was acquired by US based Goodtizens in October 2015.",Singapore,,,Ivan Chang; Co-Founder; changwl_ivan@yahoo.com; http://linkedin.com/in/ivanchangwl; Singapore Management University,changwl_ivan@yahoo.com,http://linkedin.com/in/ivanchangwl,http://www.linkedin.com/vsearch/p?f_CC=3047459,,,No,,,,,,,,,,,No,,,,,,,http://startnow.sg,-1,"ene. 14, 2021",http://linkedin.com/company/start-now-pte-ltd-,http://twitter.com/startnowsg,,,https://tracxn.com/companies/duEUHTPrFdXnG1IL3egKxWNXRe3lZ_D6DQP6MlVFCNA/startnow.sg,"feb. 03, 2016",,,,,,,,,31.45,,,"Tech
Enterprise",Consumer,"Marketplace
SaaS
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
480,MGC Derma,mgcderma.com,Manufacturer of cannabis based skin care products,,2016,Ljubljana,,Slovenia,No,,NA,,,Acquired,,Yes,cannaglobalco.com,"nov. 13, 2018",2018,"378,526",Business Acquisition,No,,,,,,Consumer Goods,Beauty & Personal Care Products,Beauty & Personal Care Products > Skin Care > Multi-Category,,,,Slovenia,info@mgcderma.com,+386-17776565,,,,,,,No,,,,,,,,,,,No,,,,,,,https://uk.mgcderma.com/,200,"ene. 23, 2021",https://linkedin.com/company/mgc-derma/about,http://twitter.com/mgcderma,https://facebook.com/mgcderma,,https://tracxn.com/companies/TGvyrA96u2BQwDySzh_qzh6r2aX7GeNkFou3Z7Sz2cI/mgcderma.com,"jul. 23, 2019",,,,,,,,,34.62,,,,,"Consumer
Enterprise
Marketplace
SaaS
Tech
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
1128,PixelAnt Games,pixelantgames.com,PC & Console game developer,,2020,Wroclaw,Lower Silesian Voivodeship,Poland,No,,NA,,,Acquired,,Yes,sumogroupplc.com,"feb. 01, 2021",2021,"342,473",Business Acquisition,No,,,,,,Gaming,PC & Console Gaming,PC & Console Gaming > Game Developers > PC & Console Games > Casual Games,,,PC & Console game developer. It is working on developing games on the Unreal engine.,Poland,play@pixelantgames.com,,"Pawel Rohleder; Co-Founder; https://linkedin.com/in/rohlex
Adam Lason; Co-Founder; https://linkedin.com/in/adamlason",,"https://linkedin.com/in/rohlex
https://linkedin.com/in/adamlason",,,,No,,,,,,,,,,,No,,,,,,,https://pixelantgames.com/,200,"ene. 07, 2021",https://linkedin.com/company/pixelantgames,,https://facebook.com/pixelantgames,,https://tracxn.com/companies/2JIt58bR_A-vDGqIiPYDKQTaUFe2vwGv2WxKHjYzc2U/pixelantgames.com,"feb. 03, 2021",,,,,,,,,15.78,,,"Tech
Consumer
Software","Enterprise
Marketplace
SaaS
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
375,GoCar Mobility,gocar.my,Online car rental service,,2014,Kuala Lumpur,Kuala Lumpur,Malaysia,Yes,"121,000",2/1/2016,$121K,"121,000",Acquired,11,Yes,mayflowercarrental.com.my,"feb. 12, 2016",2016,"108,851",Business Acquisition,No,,,,,,"Consumer
Travel and Hospitality Tech
Consumer
Auto Tech
Travel and Hospitality Tech
Consumer","Online Travel
Road Transport Tech
Online Rental","Online Travel > Transportation > Car > Rental > Own Fleet > Station Based
Road Transport Tech > Self Drive Rentals > Car > Own Fleet > Station-Based
Online Rental > Vehicles > Cars > B2C > Station Based",Mayflower Car Rental,,"Based in Malaysia, GoCar is online portal to rent cars. Users can reserve or book a car in advance. It makes cars available at different offline locations. The users can unlock the car by providing the pass code for glove-box, which can be got from logging into the application. The duration can be extended through the app.",Malaysia,,,"TJ Tan; Founder; tj@gocar.my; http://linkedin.com/in/tjtan; Ex-Westfield, Profero, ScriptRock, Yahoo!7. University of Sydney 2006",tj@gocar.my,http://linkedin.com/in/tjtan,,,,No,,,,,,,,,,,No,,,,,,,https://hi.gocar.my/,200,"ene. 19, 2021",https://www.linkedin.com/company/7592339?trk=prof-exp-company-name,,,,https://tracxn.com/companies/3Caw9FDUebgjb-4-QWCrsC2d_LtfV5jgjGw8DZdXj9I/gocar.my,"dic. 09, 2015",,,,,,,,,38.73,,,"Tech
Consumer",Enterprise,"Marketplace
SaaS
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
