,Sr. No.,Date (dd/mm/yyyy),Startup Name,Industry/ Vertical,Sub-Vertical,City / Location,Investors’ Name,Investment Type,Amount (in USD)
2839,52,12/10/2015,Mubble,Prepaid Bill manager App,Bangalore,Accel Partners,Private Equity,N/A,Series A
2840,53,13/10/2015,Voodoo,Mobile Only Shopping Assistant,New Delhi,SAIF Partners,Seed Funding,"1,000,000",
2841,54,13/10/2015,Lookup,Mobile Messaging Assistant App,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,"2,500,000",Series A
2842,55,14/10/2015,AskMyGift,Personalized Wish List creator app,Noida,Turning Ideas,Seed Funding,"50,000",
2843,56,14/10/2015,Gaana.com,Music Streaming mobile app,Mumbai,Micromax Informatics Ltd,Private Equity,N/A,Strategic Funding
2844,57,14/10/2015,Zappfresh,Raw Meat & Ready to eat food etailer,Gurgaon,Undisclosed Investors,Seed Funding,"77,000",
2845,58,14/10/2015,GymTrekker,Gym Discovery platform,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,N/A,
2846,59,15/10/2015,Bounty App,Online Purchase rewards app,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,N/A,
2847,60,16/10/2015,Homers.in,Home rental platform,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,N/A,
2848,61,16/10/2015,mShipper,Crowdsourced Delivery platform,New Delhi,Vijai Laxmi,Seed Funding,N/A,
2849,62,16/10/2015,BolRealty,Real Estate Insights platform,New Delhi,Manpreet Singh,Seed Funding,N/A,
2850,63,17/10/2015,S-Cube Futuretech,Structural & Civil Engg Service Automation,Mumbai,Parampara Capital,Private Equity,"1,000,000",Series A
2851,64,19/10/2015,LetsVenture,Startup Funding Marketplace,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,N/A,Series A
2852,65,19/10/2015,Citrus Payment,Payments Solution platform,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,"25,000,000",Series C
2853,66,19/10/2015,Holidify,Travel Destination Discovery platform,New Delhi,Aarti Group,Seed Funding,"100,000",
2854,67,20/10/2015,PrimaSeller,Order Fulfillment SAAS platform,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,N/A,
2855,68,20/10/2015,Opinio,Last Mile Delivery Service,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,"7,000,000",Series A
2856,69,20/10/2015,Attune Technologies,Healthcare IT Solutions & services,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,"10,000,000",Series B
2857,70,20/10/2015,iChef.in,Gourmet Meals Delivery,Mumbai,Springboard Ventures,Private Equity,N/A,
2858,71,21/10/2015,Jiyo Natural,Healthy Meals Food delivery platform,Bangalore,Indian Angel Network,Seed Funding,N/A,
2859,72,21/10/2015,AgentDesks,Real Estate Mobile CRM,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,"2,950,000",
2860,73,21/10/2015,White Owl Brewery,Micro-Brewery,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,"1,530,000",Series A
2861,74,21/10/2015,MealHopper,Home Made Food Marketplace,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,"100,000",
2862,75,21/10/2015,Zenify.in,residential rental management platform,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,"640,000",
2863,76,21/10/2015,Stockal,Personalized Stock Intelligence Platform,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,N/A,
2864,77,23/10/2015,Medd,Personal Diagnostic Mobile App,Mumbai,Group of Angel investors,Seed Funding,"150,000",Bridge Round
2865,78,23/10/2015,Leaping Caravan,Online food ordering & Delivery service,Gurgaon,Group of Angel investors,Seed Funding,"150,000",
2866,79,23/10/2015,Frsh,Online food ordering & Delivery service,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,"1,000,000",Bridge Round
2867,80,23/10/2015,Qik Stay,Hotel Aggregator & booking platform,New Delhi,ID Enablers Pvt Ltd,Seed Funding,"250,000",
2868,81,26/10/2015,Parcelled,Online Logistics Platform,Bangalore,Delhivery,Private Equity,"5,000,000",
2869,82,26/10/2015,AlmaMapper,Online Student & Campus Social Networking platform,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,"400,000",
2870,83,26/10/2015,Flexing It,Professionals & Project Search Marketplace,New Delhi,undisclosed private investors,Seed Funding,"500,000",
2871,84,26/10/2015,Netmeds.com,Online Pharmacy,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,"50,000,000",Series A
2872,85,26/10/2015,Razorpay,Online Payment Gateway,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,"9,000,000",Series A
2873,86,27/10/2015,Jombay,Psychometric Test Online Software,Pune,Ventureworks India,Private Equity,N/A,
2874,87,27/10/2015,Happitoo,Location based Nightlife recommendation  Platform,Mumbai,Unnamed investor,Seed Funding,"77,000",
2875,88,27/10/2015,Care24,Professional Health Services Platform,Mumbai,India Quotient,Seed Funding,"350,000",
2876,89,27/10/2015,Roadrunnr,Hyperlocal Logistics Service,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,"10,000,000",Series B
2877,90,27/10/2015,Simpli5d,Online user engagement platform,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,N/A,Bridge Funding
2878,91,28/10/2015,ORIGA Leasing,Asset Financing platform,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,"1,100,000",
2879,92,28/10/2015,Smartivity.in,Virtual Reality activity based learning platform,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,"200,000",
2880,93,28/10/2015,UrDoorStep,Online Grocery Store,Bangalore,Jupiter Capital,Private Equity,N/A,Series A
2881,94,29/10/2015,Tavaga,Investment management platform,Mumbai,Tracxn Syndicate,Seed Funding,N/A,
2882,95,29/10/2015,Moglix,Industrial Toons Marketplace,Noida,"Accel Partner, Jungle Ventures",Private Equity,N/A,pre-Series A
2883,96,29/10/2015,ZopHop,Public Commute helper App,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,"450,000",
2884,97,30/10/2015,Niki.ai,Artificial Intelligence Ecommerce Chatbot,Bangalore,Unilazer Ventures,Seed Funding,N/A,
2885,98,30/10/2015,Instavans,Truck Aggregator & Logistics service,Bangalore,Suresh Vaswani,Seed Funding,N/A,
2886,100,30/10/2015,LiftO,Ridesharing Mobile app,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,"130,000",
2887,101,30/10/2015,TinyOwl,Food Discovery & Delivery Mobile app,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,"7,500,000",Series B
2888,102,30/10/2015,Toppr.com,Competitive exam learning platform,Mumbai,InnoVen Capital,Private Equity,"2,000,000",Series C
2889,103,30/10/2015,Kleeto,Document Digitization platform,Gurgaon,GREX,Seed Funding,"230,000",pre-Series A
2890,104,30/10/2015,BeaconsTalk,proximity marketing & Mobile Advertising platform,Mumbai,Puneet Bhatia & others,Seed Funding,"80,000",
2891,105,31/10/2015,Jugnoo,Autorickshaw Aggregator & Booking platform,Chandigarh,Paytm,Private Equity,"10,000,000",Series B
2892,1,01/07/2017,Billion Loans,Consumer Internet,Peer to Peer Lending platform,Bangalore,Reliance Corporate Advisory Services Ltd,Seed Funding,"1,000,000"
2893,2,03/07/2017,Ecolibriumenergy,Technology,Energy management solutions provider,Ahmedabad,"Infuse Ventures, JLL",Private Equity,"2,600,000"
2894,3,04/07/2017,Droom,eCommerce,Online marketplace for automobiles,Gurgaon,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,"20,000,000"
2895,4,05/07/2017,Jumbotail,eCommerce,online marketplace for food and grocery,Bangalore,"Kalaari Capital, Nexus India Capital Advisors",Private Equity,"8,500,000"
2896,5,05/07/2017,Moglix,eCommerce,B2B marketplace for Industrial products,Noida,"International Finance Corporation, Rocketship, Accel Partners, Jungle Ventures, Shailesh Rao, Venture Highway",Private Equity,"12,000,000"
2897,6,05/07/2017,Timesaverz,Consumer Internet,Hyperlocal home services provider,Mumbai,BCCL,Private Equity,"1,000,000"
2898,7,06/07/2017,Minjar,Technology,Cloud Solutions provider,Bangalore,"Blume Ventures, Contrarian Capital India Partners, Emergent Ventures India, Pallav Nadhani, Ashish Gupta, Sharad Sharma, Sirion Labs",Seed Funding,N/A
2899,8,06/07/2017,MyCity4kids,Consumer Internet,parenting blog and kids’ events discovery platform,Gurgaon,N/A,Seed Funding,N/A
2900,9,07/07/2017,Clip App,Consumer Internet,Digital Media Video platform,Bangalore,"India Quotient, Shunwei Capital",Seed Funding,"1,000,000"
2901,10,07/07/2017,Upwardly.in,Consumer Internet,MF investment platform,Bangalore,"Sreeram Iyer, Suvo Sarkar, Anita Gupta, Likemind Ventures",Seed Funding,N/A
2902,11,10/07/2017,Autorox.co,Technology,Workshop Management Software Platform,Hyderabad,Mitsui & Co.,Private Equity,"3,000,000"
2903,12,11/07/2017,Fabogo,Consumer Internet,Salon & Spa Aggregation & Discovery platform,Pune,Dunamis Ventures Pte Ltd,Private Equity,"2,250,000"
2904,13,11/07/2017,Flickstree,Consumer Internet,Video Content Discovery Platform,Mumbai,"Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures",Seed Funding,"464,000"
2905,14,11/07/2017,Design Cafe,Consumer Internet,Online Interior Design platform,Bangalore,"Fireside Ventures, Apurva Salarpuria, Sidharth Pansari, Sprout Capital",Seed Funding,N/A
2906,15,12/07/2017,Innoviti,Technology,Digital payments solutions,Bangalore,"SBI-FMO Fund, Bessemer Venture Partners, Catamaran Ventures",Private Equity,"18,500,000"
2907,16,12/07/2017,VDeliver,Logistics,Door Step Delivery platform,Hyderabad,"Corvus Ventures, MAPE Advisory Group",Private Equity,N/A
2908,17,12/07/2017,Bottr.me,Technology,Chatbot creation tool,Bangalore,"500 Startups, Purvi Capital, Rajan Anandan, Abhishek Gupta",Seed Funding,N/A
2909,18,12/07/2017,Arcatron,Technology,Next Gen Mobility device manufacturer,Pune,Indian Angel Network,Seed Funding,N/A
2910,19,14/07/2017,QwikSpec,Technology,Construction site operations and analytics platform,Bangalore,"Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen",Seed Funding,"540,000"
2911,20,14/07/2017,Chumbak,eCommerce,Designer consumer products Marketplace,Bangalore,Blacksoil Capital Pvt. Ltd,Private Equity,"1,700,000"
2912,21,17/07/2017,Increff,Technology,Sales Solutions for Fashion Brands,Bangalore,"Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das",Seed Funding,"2,000,000"
2913,22,17/07/2017,Vayana,Technology,Enterprise Banking Solutions,Pune,"IDG Ventures India Advisors, Jungle Ventures",Private Equity,"4,000,000"
2914,23,18/07/2017,MObiquest,Technology,Mobile Services & Solutions,Noida,One97 Communication Ltd,Private Equity,N/A
2915,24,18/07/2017,Ambee,Consumer Internet,Ambulance Aggregation Services,Hyderabad,"Uber Technologies Inc, Amaya Capital LLP",Seed Funding,N/A
2916,25,18/07/2017,Ideal Insurance,Consumer Internet,Online Insurance platform,Kolkata,Xelpmoc,Seed Funding,N/A
2917,26,18/07/2017,Hypernova Interactive,Technology,Mobile games creator,Bangalore,Kae Capital,Seed Funding,N/A
2918,27,19/07/2017,Rentomojo,Consumer Internet,Consumer Leasing Platform,Bangalore,"ain Capital Ventures, Renaud Laplanche",Private Equity,"10,000,000"
2919,28,19/07/2017,AirCTO,Consumer Internet,AI powered recruitment platform,Bangalore,Francesco Cara,Seed Funding,N/A
2920,29,19/07/2017,Playablo,Technology,Gamified Learning App,Bangalore,ABI-Showatech (India) Ltd,Seed Funding,"600,000"
2921,30,20/07/2017,Trupay,Technology,Online payments platform,Gurgaon,"Kae Capital, M&S Partners,",Seed Funding,"700,000"
2922,31,21/07/2017,Brick2Wall,eCommerce,Online Marketplace for Construction Material,Gurgaon,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed Funding,"200,000"
2923,32,21/07/2017,FableStreet,eCommerce,Women Work wear etailer,New Delhi,"Harmeet Bajaj, Pameela P, Fusiontech Ventures & Others",Seed Funding,N/A
2924,33,21/07/2017,Monsoon Fintech,Technology,Machine Learning Access platform,New Delhi,"Sunil Kalra, Aditya Singh, Rishi Srivastava, Rajan Anandan",Seed Funding,N/A
2925,34,21/07/2017,MonkeyBox,Consumer Internet,Healthy Food Delivery Platform,Bangalore,"Blume Ventures, NB Ventures, Nspira",Seed Funding,N/A
2926,35,25/07/2017,Noticeboard,Consumer Internet,Mobile-first Enterprise communication platform,Bangalore,"Stellaris Venture Partners,",Private Equity,"1,200,000"
2927,36,25/07/2017,Byju’s,Consumer Internet,Mobile Learning App,Bangalore,Tencent Holdings,Private Equity,"35,000,000"
2928,37,26/07/2017,Creator’s Gurukul,Others,Co-Working Space Provider,New Delhi,Yuvraj Singh,Seed Funding,N/A
2929,38,26/07/2017,Fab Hotels,Consumer Internet,Budget hotels brand & Aggregator Platform,New Delhi,Goldman Sachs,Private Equity,"25,000,000"
2930,39,26/07/2017,ThinkerBell,Consumer Internet,Assisted Learning Startup,Bangalore,"Indian Angel Network, Anand Mahindra",Seed Funding,"200,000"
2931,40,27/07/2017,1mg,eCommerce,Online Pharmacy,Gurgaon,"HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital",Private Equity,"15,000,000"
2932,41,28/07/2017,Jhakaas,Consumer Internet,App-based Aggregator of Offline Businesses,Mumbai,Amen Dhyllon,Seed Funding,N/A
2933,42,28/07/2017,BigStylist,Consumer Internet,Beauty Services Marketplace,Mumbai,Info Edge (India) Ltd,Private Equity,"1,250,000"
2934,43,28/07/2017,Gympik.com,Consumer Internet,online marketplace for discovering fitness centres,Bangalore,RoundGlass Partners,Seed Funding,N/A
2935,44,,,,,,,,
2936,1,01/09/2017,Aahaa Stores,eCommece,Online B2B store for office supplies,Chennai,YourNest Angel Fund,Private Equity,"1,000,000"
2937,2,01/09/2017,MFine,Consumer Internet,Online Doctor Discovery platform,Bangalore,"Stellaris Venture Partners, Mayur Abhaya, Rohit MA",Private Equity,"1,500,000"
2938,3,01/09/2017,Canvera,Consumer Internet,Online Photography platform,Mumbai,InfoEdge,Private Equity,"1,300,000"
2939,4,04/09/2017,PrimaryIO,Technology,Application Performance Acceleration,Pune,"Accel Partners, Exfinity Ventures, Partech Ventures",Private Equity,"5,600,000"
2940,5,05/09/2017,Shubh Loans,Consumer Internet,online lending platform,Bangalore,"SRI Capital, BeeNext, Pravega Ventures",Private Equity,"1,500,000"
2941,6,05/09/2017,Nest Education,Technology,EduTech Platform,Gurgaon,"Michael and Susan Dell Foundation, Anand Mahindra",Seed Funding,"600,000"
2942,7,06/09/2017,Lending Kart,Consumer Internet,Online Lending Platform,Ahmedabad,"Bertelsmann India, Mayfield Capital, Saama Capital, Darrin Capital",Private Equity,"10,750,000"
2943,8,06/09/2017,GoFro,Consumer Internet,Online travel booking platform,New Delhi,"HIS Co. Ltd, MakeMyTrip",Private Equity,"10,000,000"
2944,9,06/09/2017,OncoStem,Healthcare,Medical Diagnostic Solutions,Bangalore,"Sequoia Capital India, Artiman Ventures",Private Equity,"6,000,000"
2945,10,06/09/2017,Power2SME,eCommerce,Buying Club for Small Businesses,Gurgaon,"International Finance Corporation (IFC), Inventus Capital Partners, Accel Partners, Kalaari Capital, and Nandan Nilekani,",Private Equity,"26,000,000"
2946,11,07/09/2017,Credit Vidya,Consumer Internet,Online Credit scoring platform,Mumbai,Matrix Partners,Private Equity,"5,000,000"
2947,12,07/09/2017,Tails Life,Consumer Internet,Pet care portal & mobile app,Bangalore,V Balakrishnan.,Private Equity,N/A
2948,13,07/09/2017,OYO Rooms,Consumer Internet,Branded budget hotels marketplace,Gurgaon,"SoftBank Group, Sequoia Capital India, Lightspeed Venture Partners, Greenoaks Capital, Hero Enterprise",Private Equity,"25,000,0000"
2949,14,07/09/2017,Early Salary,Consumer Internet,Online Unsecured Lending platform,Pune,IFMR Capital,Debt Funding,"780,000"
2950,15,07/09/2017,MamaEarth,eCommerce,online babycare products marketplace,Gurgaon,Fireside Ventures,Seed Funding,N/A
2951,16,07/09/2017,Seniority,eCommerce,Ecommerce portal for senior citizens,Pune,RPG Enterprises,Private Equity,"1,000,000"
2952,17,08/09/2017,AYE Finance,Consumer Internet,Micro Lending Platform,New Delhi,"Triodos Investment Management,",Debt Funding,"6,900,000"
2953,18,08/09/2017,Farmizen,Technology,Agre-Tech Mobile app,Bangalore,"Venture Highway, Alok Mittal, Mohit Agarwal, Anuj Gupta,",Seed Funding,N/A
2954,19,11/09/2017,Ecom Express,Logistics,Logistics Solutions provider,New Delhi,Warburg Pincus,Private Equity,"30,000,000"
2955,20,11/09/2017,Call Health,Consumer Internet,Healthcare Services Aggregator,Hyderabad,"Sachin Tendulkar, P.V SIndhu, Pullela Gopichand",Private Equity,"6,200,000"
2956,21,12/09/2017,Sattviko,eCommerce,Health Food etailer,New Delhi,"Raman Roy, Arvind Uppal, Sonu Bhasin, G Ravishankar",Seed Funding,N/A
2957,22,12/09/2017,3HCare,Consumer Internet,Healthcare services portal,New Delhi,Undisclosed Investor,Seed Funding,"100,000"
2958,23,12/09/2017,Tonbo Imaging,Technology,Imaging Technology for Armed Forces,Bangalore,"WRV Capital, Qualcomm Ventures, Edelweiss Private Equity, Artiman Ventures",Private Equity,"17,000,000"
2959,24,12/09/2017,Get My Parking,Consumer Internet,Smart Parking Enabler,New Delhi,"IAN Fund, Beenext, Indian Angel Network",Private Equity,"3,000,000"
2960,25,13/09/2017,WittyFeed,Technology,Content marketing platform,Indore,"Anand Chandrasekaran, Apurva Chamaria, Ritesh Malik, Ashish Toshniwal, Ajeet Khurana",Seed Funding,N/A
2961,26,13/09/2017,Glowroad,Consumer Internet,women focussed customer-to-customer reseller network,Bangalore,"Accel Partners,",Private Equity,"2,000,000"
2962,27,13/09/2017,OYO Rooms,Consumer Internet,budget hotel marketplace,Gurgaon,China Lodging Group,Private Equity,"10,000,000"
2963,28,13/09/2017,Unacademy,Consumer Internet,Online learning platform,Mumbai,"Sequoia Capital India, SAIF Partners, Nexus Venture Partners and Blume Ventures,",Private Equity,"11,500,000"
2964,29,13/09/2017,Heterogenous,Technology,Telecom & IoT platform,Chennai,"Chennai Angels, Keiretsu Forum & Others",Seed Funding,"780,000"
2965,30,14/09/2017,Gurukul,Consumer Internet,co-working space provider,New Delhi,"Rohit Nanda, Rajit Nanda, Smarak Bhuyan, Sashwat Brahma,",Seed Funding,N/A
2966,31,14/09/2017,Smaaash,Technology,Virtual Reality gaming and entertainment platform,Mumbai,ECL Finance,Private Equity,"44,000,000"
2967,32,14/09/2017,WheelStreet,Consumer Portal,Bike Rental Platform,Bangalore,Y Combinator,Seed Funding,"120,000"
2968,33,14/09/2017,Xprep,Consumer Internet,Online Tutoring Platform,New Delhi,"Rising Stars, Manish Amin, Pallav Pandey, Chavi Jafa",Private Equity,N/A
2969,34,18/09/2017,The Moms Co,eCommerce,Pregnancy & Baby Care product etailer,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,"1,000,000"
2970,35,19/09/2017,Noticeboard,Technology,"mobile-first communication platform for on-field staff,",Bangalore,"Shamik Sharma, Aprameya Radhakrishna",Seed Funding,N/A
2971,36,19/09/2017,High Radius,Technology,Integrated receivables software solutions,Hyderabad,Susquehanna Growth Equity LLC,Private Equity,"50,000,000"
2972,37,20/09/2017,HWell24 Plus,Healthcare,Technology-Empowered Healthcare Solutions,Mumbai,Undisclosed Investors,Seed Funding,N/A
2973,38,21/09/2017,SaveBC,Finance,financial services firm,Gaya,Incofin Investment Management.,Private Equity,"6,000,000"
