name,idea,location,start_date,operating_years,number_employees,status,latest_funding_round
Alikolo,"Alikolo was an eMarketplace organization started in 2014, in Indonesia. The organization's goal was to address purchasers' issues from an online stage. Alikolo’s model was such that sellers could list their product in the e-marketplace and buyers could access the sites to make their purchases. Alikolo would then ensure that the items purchased from the online stage would be delivered to their remote destinations. Initially, they incentivized the delivery by offering free shipping but when the shipping promotion stopped, their sales dropped significantly.",Indonesia,2014,1.0,10-Jan,Shut Down,1.0
HitMeUp,"HitMeUp was a web-based business commercial center situated in London. Its zone of specialization was instant and area-based promotions. The business application enabled clients to make area-based flash deals when it experienced low sales periods. HitMeUp had also a customer's application that gave clients the ability to see a map of flash sales and deals around them. The main objective of the app was that of connecting business with clients that were looking for deals and were ready to buy on the spot thanks to its real-time and location-based service. HitMeUp advanced through three forms; Version 1 - Web-only application, Version 2 - Mobile application in addition to Web, and Version 3 - Mobile application only.",United Kingdom,2011,4.0,10-Jan,Shut Down,1.0
Monitor110,Monitor 110 was an information and data gathering service that offered real-time internet monitoring services for Wall Street. It allowed investors to monitor internet sources for information and insight relevant to their investment and portfolio management. Their algorithm allowed customers to gather data and monitor 40 million online sources so as to get first knowledge of any new trend by essentially ‘listening in’ to online conversations and blogs that included keywords related to the financial market.,United States,2003,5.0,10-Jan,Shut Down,3.0
Juicero,"Juicero was a juice company that collected fresh organic fruits and vegetables for the customers, prepared, and put them in special single serve packets. It offered pre-sold packets of diced fruits and vegetables. It solved the produce gap and ensured that it took care of the washing, cutting preparing for people to eat in a simple way. It brought convenience to the people by using a Wi-Fi connected juice press that automatically squeezed the single servings packets into a glass of cold fresh juice. Juicero stated mission was helping people attain optimal health by making it easier for them to consume fresh raw foods.",United States,2013,4.0,100-250,Bankruptcy,4.0
Salorix,"Salorix was an agency that offered an online networking engagement platform for brands. Through Amplify, as the AI based service was called, brands could “listen in” on ongoing social discussions which would be ranked to distinguish the most relevant key themes and influencers over different businesses for their clients. Solarix was considered to have a cutting-edge product and even received twice acquisition offers from Google in 2012 and 2013.",United States,2009,5.0,Oct-50,Shut Down,2.0
Friendster,"Friendster was a social gaming site and can be considered the first prototype of social networking sites as we know them. It was widely popular in the Asian region and boasted about 115 million registered users in 2011. Through the platform, users could take part in online games, send messages, write comments, post media and share content with other users publicly or privately. It was also used for dating, discovering new events and joining new hobbyist circles.",Philippines,2001,14.0,Oct-50,Shut Down,5.0
DotCloud,"dotCloud was a platform as a service (PaaS) for developers that enabled them to host, assemble and run their applications on the service. Through dotCloud, numerous organizations found a safe and stable stage to maintain their organizations. dotCloud gave origin to the Docker project which became so successful that the company changed its name to Docker. As the potentials for Docker increased, the team decided to concentrate on it and sold off dotCloud to Berlin-based company CloudControl.",United States,2008,8.0,250-500,Bankruptcy,3.0
Digg,Digg stated mission on launching was that of ‘democratizing’ the content and news that people saw. The concept was simple: anyone that found interesting content could ‘digg it’ and post it on the Digg site. The post and stories that received the most amount of upvotes were featured on Digg’s front page getting thus maximum exposure. The site was initially a place for geeky and tech content but it soon grew to incorporate various types of content.,United States,2004,16.0,50-100,Still Active,6.0
Turntable.fm,"Turntable.fm was an online interactive platform on which DJ, fans and casual listeners were brought together. People could choose avatars for themselves, browse different music rooms and create a playlist.",United States,2011,2.0,10-Jan,Shut Down,1.0
MatterFab,"The world of additive manufacturing has widely been promoted as the embodiment of the future. 3D printers are the machines that are making this into a reality. Using metal as the raw material for printing has made 3D printing more than just a hobby. Airline juggernauts like Airbus and General Electric have been replacing traditionally made engine parts with lighter, 3D printed ones. This saves them millions in fuel costs. The major downside to all this has been the $1 million price tag. MatterFab, founded in 2013, came to the rescue with the goal of making metal-based additive manufacturing affordable.",United States,2013,6.0,10-Jan,Shut Down,3.0
WOW Air,"WOW Air was the Icelandic answer to RyanAir for low-cost air travel in Europe. Founded in 2011, it operated between Iceland, Europe, Asia, and North America. In 2012 WOW Air took over operations and flight network from another home-grown low-cost carrier, Iceland Express. The airline carried over 400,000 passengers in 2013 and reached its 1 millionth passenger on December 2014. By 2015, WOW Air had expanded its flight operations to North America, with flights to the U.S. starting in 2015, followed by Canada in May 2016. Within the next 2 years, it would also add more destinations in the Middle East as well, like Tel Aviv, Israel.",Iceland,2011,8.0,50-100,Bankruptcy,1.0
Aria Insights,"Aria, formerly known as CyPhy Works was a US-based drone manufacturer that specialized in developing highly advanced drones. Their flagship product was called PARC - Persistent Aerial Reconnaissance and Communication, and was a tethered drone that had a particularly long flight time - instead of hours one could measure it in days. The drone was also known for its ability to sustain harsh weather conditions, making it perfect for “rough use”. As such, many of Aria’s clients were related to law enforcement and the military. Aria also targeted clients related to first response, telecommunications and the oil and gas industry.",United States,2008,11.0,Oct-50,Shut Down,7.0
Vreal,"Started in 2015, Vreal was a virtual reality startup that enabled users to create avatars and interact with content creators and players on a shared VR space. The startup managed to snag more than $15 million from VC firms including Axioma Ventures, Upfront Ventures, and Intel Capital. Vreal allowed players to watch immersive content while being inside the game, think of it as ‘Twitch for VR’ (Twitch is a live-streaming platform for gamers). They had more than two dozen employees before they decided to shut shop in August 2019.",United States,2015,5.0,Oct-50,Shut Down,3.0
Radar Radio,"Radar Radio was a London-based and seemingly vibrant online radio station that was seen to be the breeding ground for some of the most talented broadcasters and musicians of the next generation. The station was renowned for hosting shows that highlighted established as well as new musical talent. Some of the guests that were hosted on these shows include the likes of  JME, Cardi B, and MIA. The station was owned by Ollie Ashley and mainly appealed to the youth across different racial devices, and especially people of color.",United Kingdom,2008,10.0,Oct-50,Shut Down,0.0
Theranos,"Founded in 2003 by then 19-year-old Elizabeth Holmes, biotech upstart Theranos claimed to have devised a way to predict the onset of life-threatening diseases using just small amounts of blood samples—their revolutionary technology requiring only about 1/100 to 1/1,000 of the amount of blood that would ordinarily be needed for pre-existing tests. It then recommended preventative medical cures based on those results. Theranos was hailed as a revolutionary startup that raised more than $700 million in venture capital and private investor funding. At its peak around 2014, the company was valued at a whopping $10 billion.",United States,2003,15.0,Oct-50,Shut Down,10.0
Stratolaunch,"Stratolaunch was started as an ambitious project by Microsoft co-founder Paul Allen and Burt Rutan (Founder of Scaled Composites) in 2010. The idea was to utilize the strategy of using a carrier aircraft to launch orbital rockets from the stratosphere. This would give rockets an altitude and speed boost, and supposedly reduce costs in the process.

Following on the footsteps of what SpaceX achieved by privatizing space travel, Stratolaunch wanted to repeat that success with orbital rockets. They first successfully took off on April 13, 2019. However, barely 2 months after that first successful flight, the Seattle based startup that had the brains and capital from the best of Silicon Valley behind it, ceased operations and was put up for sale in June 2019.",United States,2010,9.0,"500-1,000",Shut Down,0.0
Seven Dreamers Laboratories,"Ever since the word “robot” was coined from the Czech word Robota as a reference to forced labor, inventors have been trying to bring it to reality. Robots have become an essential component in factories, assembly lines, and other areas where repetitive and tough labor is needed. Their resilience has ensured their success and popularity not as slaves but as a super-productive replacement for their human counterparts.

Robots designed are yet to become an essential part of our home and everyday life, but that still hasn’t deterred companies from trying to develop the perfect home servant. After the success of Roomba as a robot vacuum cleaner, it was the turn of Seven Dreamers Laboratory to come up with a robot that, according to their claim, washed, dried, ironed and even folded laundry.

During their business lifetime, Seven Dreamers received $89 million in venture capital, partnered with Panasonic and Daiwa House Industries Corporation, and even premiered at the 2015 CEATEC consumer electronics show in Tokyo inevitably hyping up the launch of their Laundroid.",Japan,2014,5.0,100-250,Bankruptcy,3.0
